schema_context,column,check,check_number,failure_case,index
Column,Workforce size,dtype('float64'),,unknown,1197
Column,Workforce size,dtype('float64'),,unknown,1198
Column,Workforce size,dtype('float64'),,unknown,1200
Column,Workforce size,dtype('float64'),,unknown,1202
Column,Workforce size,dtype('float64'),,unknown,1203
Column,Workforce size,dtype('float64'),,unknown,1210
Column,Workforce size,dtype('float64'),,unknown,1214
Column,Workforce size,dtype('float64'),,unknown,1215
Column,Workforce size,dtype('float64'),,unknown,1223
Column,Workforce size,dtype('float64'),,unknown,1225
Column,Workforce size,dtype('float64'),,unknown,1227
Column,Workforce size,dtype('float64'),,unknown,1231
Column,Workforce size,dtype('float64'),,unknown,1241
Column,Workforce size,dtype('float64'),,unknown,1243
Column,Workforce size,dtype('float64'),,unknown,1245
Column,Workforce size,dtype('float64'),,unknown,1261
Column,Workforce size,dtype('float64'),,unknown,1265
Column,Workforce size,dtype('float64'),,unknown,1268
Column,Workforce size,dtype('float64'),,unknown,1273
Column,Workforce size,dtype('float64'),,unknown,1274
Column,Workforce size,dtype('float64'),,unknown,1286
Column,Workforce size,dtype('float64'),,unknown,1288
Column,Workforce size,dtype('float64'),,unknown,1289
Column,Workforce size,dtype('float64'),,unknown,1290
Column,Plant age,dtype('float64'),,unknown,12
Column,Plant age,dtype('float64'),,unknown,22
Column,Plant age,dtype('float64'),,unknown,24
Column,Plant age,dtype('float64'),,N/A,35
Column,Plant age,dtype('float64'),,unknown,39
Column,Plant age,dtype('float64'),,unknown,56
Column,Plant age,dtype('float64'),,unknown,69
Column,Plant age,dtype('float64'),,unknown,86
Column,Plant age,dtype('float64'),,N/A,91
Column,Plant age,dtype('float64'),,unknown,92
Column,Plant age,dtype('float64'),,N/A,94
Column,Plant age,dtype('float64'),,N/A,95
Column,Plant age,dtype('float64'),,unknown,111
Column,Plant age,dtype('float64'),,unknown,113
Column,Plant age,dtype('float64'),,unknown,114
Column,Plant age,dtype('float64'),,N/A,116
Column,Plant age,dtype('float64'),,unknown,121
Column,Plant age,dtype('float64'),,N/A,122
Column,Plant age,dtype('float64'),,unknown,124
Column,Plant age,dtype('float64'),,unknown,132
Column,Plant age,dtype('float64'),,unknown,138
Column,Plant age,dtype('float64'),,unknown,148
Column,Plant age,dtype('float64'),,unknown,149
Column,Plant age,dtype('float64'),,unknown,154
Column,Plant age,dtype('float64'),,unknown,157
Column,Plant age,dtype('float64'),,unknown,159
Column,Plant age,dtype('float64'),,unknown,164
Column,Plant age,dtype('float64'),,unknown,165
Column,Plant age,dtype('float64'),,unknown,178
Column,Plant age,dtype('float64'),,N/A,182
Column,Plant age,dtype('float64'),,unknown,197
Column,Plant age,dtype('float64'),,N/A,253
Column,Plant age,dtype('float64'),,unknown,259
Column,Plant age,dtype('float64'),,unknown,266
Column,Plant age,dtype('float64'),,N/A,280
Column,Plant age,dtype('float64'),,unknown,284
Column,Plant age,dtype('float64'),,N/A,286
Column,Plant age,dtype('float64'),,N/A,290
Column,Plant age,dtype('float64'),,unknown,294
Column,Plant age,dtype('float64'),,unknown,304
Column,Plant age,dtype('float64'),,unknown,306
Column,Plant age,dtype('float64'),,unknown,322
Column,Plant age,dtype('float64'),,unknown,328
Column,Plant age,dtype('float64'),,unknown,330
Column,Plant age,dtype('float64'),,unknown,366
Column,Plant age,dtype('float64'),,unknown,367
Column,Plant age,dtype('float64'),,N/A,372
Column,Plant age,dtype('float64'),,unknown,379
Column,Plant age,dtype('float64'),,N/A,381
Column,Plant age,dtype('float64'),,N/A,382
Column,Plant age,dtype('float64'),,N/A,383
Column,Plant age,dtype('float64'),,N/A,384
Column,Plant age,dtype('float64'),,N/A,385
Column,Plant age,dtype('float64'),,unknown,387
Column,Plant age,dtype('float64'),,unknown,416
Column,Plant age,dtype('float64'),,unknown,434
Column,Plant age,dtype('float64'),,unknown,435
Column,Plant age,dtype('float64'),,unknown,436
Column,Plant age,dtype('float64'),,unknown,451
Column,Plant age,dtype('float64'),,unknown,452
Column,Plant age,dtype('float64'),,unknown,461
Column,Plant age,dtype('float64'),,unknown,470
Column,Plant age,dtype('float64'),,N/A,474
Column,Plant age,dtype('float64'),,N/A,519
Column,Plant age,dtype('float64'),,N/A,520
Column,Plant age,dtype('float64'),,N/A,524
Column,Plant age,dtype('float64'),,unknown,525
Column,Plant age,dtype('float64'),,unknown,534
Column,Plant age,dtype('float64'),,unknown,538
Column,Plant age,dtype('float64'),,unknown,546
Column,Plant age,dtype('float64'),,N/A,587
Column,Plant age,dtype('float64'),,unknown,589
Column,Plant age,dtype('float64'),,unknown,590
Column,Plant age,dtype('float64'),,unknown,591
Column,Plant age,dtype('float64'),,unknown,592
Column,Plant age,dtype('float64'),,unknown,596
Column,Plant age,dtype('float64'),,unknown,605
Column,Plant age,dtype('float64'),,N/A,608
Column,Plant age,dtype('float64'),,N/A,609
Column,Plant age,dtype('float64'),,N/A,612
Column,Plant age,dtype('float64'),,N/A,613
Column,Plant age,dtype('float64'),,N/A,615
Column,Plant age,dtype('float64'),,unknown,628
Column,Plant age,dtype('float64'),,unknown,632
Column,Plant age,dtype('float64'),,N/A,647
Column,Plant age,dtype('float64'),,unknown,654
Column,Plant age,dtype('float64'),,unknown,655
Column,Plant age,dtype('float64'),,unknown,662
Column,Plant age,dtype('float64'),,unknown,677
Column,Plant age,dtype('float64'),,unknown,681
Column,Plant age,dtype('float64'),,unknown,682
Column,Plant age,dtype('float64'),,unknown,698
Column,Plant age,dtype('float64'),,N/A,705
Column,Plant age,dtype('float64'),,N/A,708
Column,Plant age,dtype('float64'),,unknown,721
Column,Plant age,dtype('float64'),,N/A,722
Column,Plant age,dtype('float64'),,N/A,723
Column,Plant age,dtype('float64'),,N/A,728
Column,Plant age,dtype('float64'),,unknown,734
Column,Plant age,dtype('float64'),,N/A,736
Column,Plant age,dtype('float64'),,unknown,739
Column,Plant age,dtype('float64'),,N/A,741
Column,Plant age,dtype('float64'),,unknown,754
Column,Plant age,dtype('float64'),,N/A,764
Column,Plant age,dtype('float64'),,N/A,789
Column,Plant age,dtype('float64'),,N/A,790
Column,Plant age,dtype('float64'),,unknown,814
Column,Plant age,dtype('float64'),,N/A,818
Column,Plant age,dtype('float64'),,unknown,829
Column,Plant age,dtype('float64'),,unknown,843
Column,Plant age,dtype('float64'),,unknown,848
Column,Plant age,dtype('float64'),,unknown,849
Column,Plant age,dtype('float64'),,N/A,853
Column,Plant age,dtype('float64'),,N/A,862
Column,Plant age,dtype('float64'),,unknown,866
Column,Plant age,dtype('float64'),,unknown,871
Column,Plant age,dtype('float64'),,unknown,873
Column,Plant age,dtype('float64'),,unknown,874
Column,Plant age,dtype('float64'),,unknown,885
Column,Plant age,dtype('float64'),,unknown,886
Column,Plant age,dtype('float64'),,unknown,903
Column,Plant age,dtype('float64'),,unknown,905
Column,Plant age,dtype('float64'),,unknown,910
Column,Plant age,dtype('float64'),,unknown,913
Column,Plant age,dtype('float64'),,unknown,919
Column,Plant age,dtype('float64'),,N/A,920
Column,Plant age,dtype('float64'),,unknown,925
Column,Plant age,dtype('float64'),,unknown,932
Column,Plant age,dtype('float64'),,unknown,937
Column,Plant age,dtype('float64'),,unknown,944
Column,Plant age,dtype('float64'),,unknown,973
Column,Plant age,dtype('float64'),,N/A,991
Column,Plant age,dtype('float64'),,unknown,1000
Column,Plant age,dtype('float64'),,unknown,1021
Column,Plant age,dtype('float64'),,unknown,1023
Column,Plant age,dtype('float64'),,N/A,1028
Column,Plant age,dtype('float64'),,unknown,1038
Column,Plant age,dtype('float64'),,N/A,1047
Column,Plant age,dtype('float64'),,N/A,1049
Column,Plant age,dtype('float64'),,N/A,1052
Column,Plant age,dtype('float64'),,unknown,1060
Column,Plant age,dtype('float64'),,unknown,1073
Column,Plant age,dtype('float64'),,unknown,1080
Column,Plant age,dtype('float64'),,N/A,1094
Column,Plant age,dtype('float64'),,N/A,1098
Column,Plant age,dtype('float64'),,unknown,1099
Column,Plant age,dtype('float64'),,N/A,1111
Column,Plant age,dtype('float64'),,unknown,1140
Column,Plant age,dtype('float64'),,N/A,1141
Column,Plant age,dtype('float64'),,unknown,1143
Column,Plant age,dtype('float64'),,N/A,1156
Column,Plant age,dtype('float64'),,unknown,1165
Column,Plant age,dtype('float64'),,N/A,1170
Column,Plant age,dtype('float64'),,N/A,1171
Column,Plant age,dtype('float64'),,unknown,1176
Column,Plant age,dtype('float64'),,N/A,1178
Column,Plant age,dtype('float64'),,N/A,1189
Column,Plant age,dtype('float64'),,unknown,1190
Column,Plant age,dtype('float64'),,unknown,1196
Column,Plant age,dtype('float64'),,N/A,1198
Column,Plant age,dtype('float64'),,unknown,1214
Column,Plant age,dtype('float64'),,N/A,1225
Column,Plant age,dtype('float64'),,unknown,1227
Column,Plant age,dtype('float64'),,N/A,1240
Column,Plant age,dtype('float64'),,N/A,1241
Column,Plant age,dtype('float64'),,unknown,1256
Column,Plant age,dtype('float64'),,N/A,1261
Column,Plant age,dtype('float64'),,unknown,1290
Column,production_2024_ttpa,not_nullable,,,0
Column,production_2024_ttpa,not_nullable,,,1
Column,production_2024_ttpa,not_nullable,,,3
Column,production_2024_ttpa,not_nullable,,,8
Column,production_2024_ttpa,not_nullable,,,12
Column,production_2024_ttpa,not_nullable,,,13
Column,production_2024_ttpa,not_nullable,,,14
Column,production_2024_ttpa,not_nullable,,,15
Column,production_2024_ttpa,not_nullable,,,16
Column,production_2024_ttpa,not_nullable,,,20
Column,production_2024_ttpa,not_nullable,,,22
Column,production_2024_ttpa,not_nullable,,,23
Column,production_2024_ttpa,not_nullable,,,24
Column,production_2024_ttpa,not_nullable,,,25
Column,production_2024_ttpa,not_nullable,,,26
Column,production_2024_ttpa,not_nullable,,,30
Column,production_2024_ttpa,not_nullable,,,31
Column,production_2024_ttpa,not_nullable,,,33
Column,production_2024_ttpa,not_nullable,,,34
Column,production_2024_ttpa,not_nullable,,,35
Column,production_2024_ttpa,not_nullable,,,36
Column,production_2024_ttpa,not_nullable,,,38
Column,production_2024_ttpa,not_nullable,,,39
Column,production_2024_ttpa,not_nullable,,,43
Column,production_2024_ttpa,not_nullable,,,44
Column,production_2024_ttpa,not_nullable,,,46
Column,production_2024_ttpa,not_nullable,,,48
Column,production_2024_ttpa,not_nullable,,,50
Column,production_2024_ttpa,not_nullable,,,51
Column,production_2024_ttpa,not_nullable,,,52
Column,production_2024_ttpa,not_nullable,,,53
Column,production_2024_ttpa,not_nullable,,,54
Column,production_2024_ttpa,not_nullable,,,55
Column,production_2024_ttpa,not_nullable,,,56
Column,production_2024_ttpa,not_nullable,,,57
Column,production_2024_ttpa,not_nullable,,,58
Column,production_2024_ttpa,not_nullable,,,59
Column,production_2024_ttpa,not_nullable,,,60
Column,production_2024_ttpa,not_nullable,,,61
Column,production_2024_ttpa,not_nullable,,,62
Column,production_2024_ttpa,not_nullable,,,64
Column,production_2024_ttpa,not_nullable,,,69
Column,production_2024_ttpa,not_nullable,,,71
Column,production_2024_ttpa,not_nullable,,,79
Column,production_2024_ttpa,not_nullable,,,86
Column,production_2024_ttpa,not_nullable,,,91
Column,production_2024_ttpa,not_nullable,,,92
Column,production_2024_ttpa,not_nullable,,,94
Column,production_2024_ttpa,not_nullable,,,95
Column,production_2024_ttpa,not_nullable,,,103
Column,production_2024_ttpa,not_nullable,,,107
Column,production_2024_ttpa,not_nullable,,,109
Column,production_2024_ttpa,not_nullable,,,111
Column,production_2024_ttpa,not_nullable,,,112
Column,production_2024_ttpa,not_nullable,,,113
Column,production_2024_ttpa,not_nullable,,,114
Column,production_2024_ttpa,not_nullable,,,116
Column,production_2024_ttpa,not_nullable,,,117
Column,production_2024_ttpa,not_nullable,,,118
Column,production_2024_ttpa,not_nullable,,,121
Column,production_2024_ttpa,not_nullable,,,122
Column,production_2024_ttpa,not_nullable,,,123
Column,production_2024_ttpa,not_nullable,,,125
Column,production_2024_ttpa,not_nullable,,,126
Column,production_2024_ttpa,not_nullable,,,129
Column,production_2024_ttpa,not_nullable,,,130
Column,production_2024_ttpa,not_nullable,,,131
Column,production_2024_ttpa,not_nullable,,,132
Column,production_2024_ttpa,not_nullable,,,134
Column,production_2024_ttpa,not_nullable,,,135
Column,production_2024_ttpa,not_nullable,,,136
Column,production_2024_ttpa,not_nullable,,,137
Column,production_2024_ttpa,not_nullable,,,138
Column,production_2024_ttpa,not_nullable,,,139
Column,production_2024_ttpa,not_nullable,,,140
Column,production_2024_ttpa,not_nullable,,,142
Column,production_2024_ttpa,not_nullable,,,143
Column,production_2024_ttpa,not_nullable,,,145
Column,production_2024_ttpa,not_nullable,,,147
Column,production_2024_ttpa,not_nullable,,,148
Column,production_2024_ttpa,not_nullable,,,149
Column,production_2024_ttpa,not_nullable,,,150
Column,production_2024_ttpa,not_nullable,,,151
Column,production_2024_ttpa,not_nullable,,,152
Column,production_2024_ttpa,not_nullable,,,153
Column,production_2024_ttpa,not_nullable,,,154
Column,production_2024_ttpa,not_nullable,,,155
Column,production_2024_ttpa,not_nullable,,,156
Column,production_2024_ttpa,not_nullable,,,157
Column,production_2024_ttpa,not_nullable,,,159
Column,production_2024_ttpa,not_nullable,,,161
Column,production_2024_ttpa,not_nullable,,,162
Column,production_2024_ttpa,not_nullable,,,164
Column,production_2024_ttpa,not_nullable,,,165
Column,production_2024_ttpa,not_nullable,,,166
Column,production_2024_ttpa,not_nullable,,,167
Column,production_2024_ttpa,not_nullable,,,169
Column,production_2024_ttpa,not_nullable,,,170
Column,production_2024_ttpa,not_nullable,,,172
Column,production_2024_ttpa,not_nullable,,,178
Column,production_2024_ttpa,not_nullable,,,179
Column,production_2024_ttpa,not_nullable,,,180
Column,production_2024_ttpa,not_nullable,,,181
Column,production_2024_ttpa,not_nullable,,,182
Column,production_2024_ttpa,not_nullable,,,183
Column,production_2024_ttpa,not_nullable,,,184
Column,production_2024_ttpa,not_nullable,,,185
Column,production_2024_ttpa,not_nullable,,,186
Column,production_2024_ttpa,not_nullable,,,187
Column,production_2024_ttpa,not_nullable,,,188
Column,production_2024_ttpa,not_nullable,,,190
Column,production_2024_ttpa,not_nullable,,,191
Column,production_2024_ttpa,not_nullable,,,192
Column,production_2024_ttpa,not_nullable,,,193
Column,production_2024_ttpa,not_nullable,,,194
Column,production_2024_ttpa,not_nullable,,,195
Column,production_2024_ttpa,not_nullable,,,196
Column,production_2024_ttpa,not_nullable,,,197
Column,production_2024_ttpa,not_nullable,,,199
Column,production_2024_ttpa,not_nullable,,,200
Column,production_2024_ttpa,not_nullable,,,202
Column,production_2024_ttpa,not_nullable,,,203
Column,production_2024_ttpa,not_nullable,,,204
Column,production_2024_ttpa,not_nullable,,,205
Column,production_2024_ttpa,not_nullable,,,206
Column,production_2024_ttpa,not_nullable,,,207
Column,production_2024_ttpa,not_nullable,,,219
Column,production_2024_ttpa,not_nullable,,,220
Column,production_2024_ttpa,not_nullable,,,221
Column,production_2024_ttpa,not_nullable,,,222
Column,production_2024_ttpa,not_nullable,,,223
Column,production_2024_ttpa,not_nullable,,,224
Column,production_2024_ttpa,not_nullable,,,225
Column,production_2024_ttpa,not_nullable,,,226
Column,production_2024_ttpa,not_nullable,,,227
Column,production_2024_ttpa,not_nullable,,,228
Column,production_2024_ttpa,not_nullable,,,229
Column,production_2024_ttpa,not_nullable,,,231
Column,production_2024_ttpa,not_nullable,,,232
Column,production_2024_ttpa,not_nullable,,,233
Column,production_2024_ttpa,not_nullable,,,235
Column,production_2024_ttpa,not_nullable,,,236
Column,production_2024_ttpa,not_nullable,,,237
Column,production_2024_ttpa,not_nullable,,,238
Column,production_2024_ttpa,not_nullable,,,239
Column,production_2024_ttpa,not_nullable,,,242
Column,production_2024_ttpa,not_nullable,,,244
Column,production_2024_ttpa,not_nullable,,,246
Column,production_2024_ttpa,not_nullable,,,250
Column,production_2024_ttpa,not_nullable,,,251
Column,production_2024_ttpa,not_nullable,,,252
Column,production_2024_ttpa,not_nullable,,,253
Column,production_2024_ttpa,not_nullable,,,254
Column,production_2024_ttpa,not_nullable,,,255
Column,production_2024_ttpa,not_nullable,,,256
Column,production_2024_ttpa,not_nullable,,,259
Column,production_2024_ttpa,not_nullable,,,260
Column,production_2024_ttpa,not_nullable,,,261
Column,production_2024_ttpa,not_nullable,,,263
Column,production_2024_ttpa,not_nullable,,,264
Column,production_2024_ttpa,not_nullable,,,266
Column,production_2024_ttpa,not_nullable,,,268
Column,production_2024_ttpa,not_nullable,,,269
Column,production_2024_ttpa,not_nullable,,,270
Column,production_2024_ttpa,not_nullable,,,271
Column,production_2024_ttpa,not_nullable,,,272
Column,production_2024_ttpa,not_nullable,,,273
Column,production_2024_ttpa,not_nullable,,,274
Column,production_2024_ttpa,not_nullable,,,275
Column,production_2024_ttpa,not_nullable,,,276
Column,production_2024_ttpa,not_nullable,,,277
Column,production_2024_ttpa,not_nullable,,,278
Column,production_2024_ttpa,not_nullable,,,280
Column,production_2024_ttpa,not_nullable,,,282
Column,production_2024_ttpa,not_nullable,,,284
Column,production_2024_ttpa,not_nullable,,,286
Column,production_2024_ttpa,not_nullable,,,289
Column,production_2024_ttpa,not_nullable,,,290
Column,production_2024_ttpa,not_nullable,,,291
Column,production_2024_ttpa,not_nullable,,,292
Column,production_2024_ttpa,not_nullable,,,293
Column,production_2024_ttpa,not_nullable,,,294
Column,production_2024_ttpa,not_nullable,,,295
Column,production_2024_ttpa,not_nullable,,,299
Column,production_2024_ttpa,not_nullable,,,302
Column,production_2024_ttpa,not_nullable,,,304
Column,production_2024_ttpa,not_nullable,,,305
Column,production_2024_ttpa,not_nullable,,,306
Column,production_2024_ttpa,not_nullable,,,308
Column,production_2024_ttpa,not_nullable,,,309
Column,production_2024_ttpa,not_nullable,,,310
Column,production_2024_ttpa,not_nullable,,,311
Column,production_2024_ttpa,not_nullable,,,312
Column,production_2024_ttpa,not_nullable,,,315
Column,production_2024_ttpa,not_nullable,,,318
Column,production_2024_ttpa,not_nullable,,,319
Column,production_2024_ttpa,not_nullable,,,320
Column,production_2024_ttpa,not_nullable,,,322
Column,production_2024_ttpa,not_nullable,,,323
Column,production_2024_ttpa,not_nullable,,,324
Column,production_2024_ttpa,not_nullable,,,325
Column,production_2024_ttpa,not_nullable,,,327
Column,production_2024_ttpa,not_nullable,,,328
Column,production_2024_ttpa,not_nullable,,,329
Column,production_2024_ttpa,not_nullable,,,330
Column,production_2024_ttpa,not_nullable,,,332
Column,production_2024_ttpa,not_nullable,,,333
Column,production_2024_ttpa,not_nullable,,,334
Column,production_2024_ttpa,not_nullable,,,335
Column,production_2024_ttpa,not_nullable,,,336
Column,production_2024_ttpa,not_nullable,,,337
Column,production_2024_ttpa,not_nullable,,,338
Column,production_2024_ttpa,not_nullable,,,341
Column,production_2024_ttpa,not_nullable,,,344
Column,production_2024_ttpa,not_nullable,,,358
Column,production_2024_ttpa,not_nullable,,,362
Column,production_2024_ttpa,not_nullable,,,366
Column,production_2024_ttpa,not_nullable,,,367
Column,production_2024_ttpa,not_nullable,,,369
Column,production_2024_ttpa,not_nullable,,,370
Column,production_2024_ttpa,not_nullable,,,372
Column,production_2024_ttpa,not_nullable,,,373
Column,production_2024_ttpa,not_nullable,,,377
Column,production_2024_ttpa,not_nullable,,,378
Column,production_2024_ttpa,not_nullable,,,379
Column,production_2024_ttpa,not_nullable,,,381
Column,production_2024_ttpa,not_nullable,,,382
Column,production_2024_ttpa,not_nullable,,,383
Column,production_2024_ttpa,not_nullable,,,384
Column,production_2024_ttpa,not_nullable,,,385
Column,production_2024_ttpa,not_nullable,,,387
Column,production_2024_ttpa,not_nullable,,,388
Column,production_2024_ttpa,not_nullable,,,389
Column,production_2024_ttpa,not_nullable,,,392
Column,production_2024_ttpa,not_nullable,,,393
Column,production_2024_ttpa,not_nullable,,,394
Column,production_2024_ttpa,not_nullable,,,395
Column,production_2024_ttpa,not_nullable,,,396
Column,production_2024_ttpa,not_nullable,,,397
Column,production_2024_ttpa,not_nullable,,,398
Column,production_2024_ttpa,not_nullable,,,399
Column,production_2024_ttpa,not_nullable,,,400
Column,production_2024_ttpa,not_nullable,,,401
Column,production_2024_ttpa,not_nullable,,,402
Column,production_2024_ttpa,not_nullable,,,403
Column,production_2024_ttpa,not_nullable,,,404
Column,production_2024_ttpa,not_nullable,,,405
Column,production_2024_ttpa,not_nullable,,,406
Column,production_2024_ttpa,not_nullable,,,407
Column,production_2024_ttpa,not_nullable,,,409
Column,production_2024_ttpa,not_nullable,,,410
Column,production_2024_ttpa,not_nullable,,,412
Column,production_2024_ttpa,not_nullable,,,414
Column,production_2024_ttpa,not_nullable,,,415
Column,production_2024_ttpa,not_nullable,,,416
Column,production_2024_ttpa,not_nullable,,,417
Column,production_2024_ttpa,not_nullable,,,418
Column,production_2024_ttpa,not_nullable,,,419
Column,production_2024_ttpa,not_nullable,,,420
Column,production_2024_ttpa,not_nullable,,,421
Column,production_2024_ttpa,not_nullable,,,422
Column,production_2024_ttpa,not_nullable,,,423
Column,production_2024_ttpa,not_nullable,,,424
Column,production_2024_ttpa,not_nullable,,,425
Column,production_2024_ttpa,not_nullable,,,426
Column,production_2024_ttpa,not_nullable,,,427
Column,production_2024_ttpa,not_nullable,,,428
Column,production_2024_ttpa,not_nullable,,,429
Column,production_2024_ttpa,not_nullable,,,430
Column,production_2024_ttpa,not_nullable,,,431
Column,production_2024_ttpa,not_nullable,,,432
Column,production_2024_ttpa,not_nullable,,,433
Column,production_2024_ttpa,not_nullable,,,434
Column,production_2024_ttpa,not_nullable,,,435
Column,production_2024_ttpa,not_nullable,,,436
Column,production_2024_ttpa,not_nullable,,,438
Column,production_2024_ttpa,not_nullable,,,439
Column,production_2024_ttpa,not_nullable,,,440
Column,production_2024_ttpa,not_nullable,,,441
Column,production_2024_ttpa,not_nullable,,,442
Column,production_2024_ttpa,not_nullable,,,443
Column,production_2024_ttpa,not_nullable,,,444
Column,production_2024_ttpa,not_nullable,,,445
Column,production_2024_ttpa,not_nullable,,,448
Column,production_2024_ttpa,not_nullable,,,449
Column,production_2024_ttpa,not_nullable,,,450
Column,production_2024_ttpa,not_nullable,,,451
Column,production_2024_ttpa,not_nullable,,,452
Column,production_2024_ttpa,not_nullable,,,454
Column,production_2024_ttpa,not_nullable,,,455
Column,production_2024_ttpa,not_nullable,,,456
Column,production_2024_ttpa,not_nullable,,,457
Column,production_2024_ttpa,not_nullable,,,458
Column,production_2024_ttpa,not_nullable,,,459
Column,production_2024_ttpa,not_nullable,,,460
Column,production_2024_ttpa,not_nullable,,,461
Column,production_2024_ttpa,not_nullable,,,464
Column,production_2024_ttpa,not_nullable,,,465
Column,production_2024_ttpa,not_nullable,,,466
Column,production_2024_ttpa,not_nullable,,,467
Column,production_2024_ttpa,not_nullable,,,468
Column,production_2024_ttpa,not_nullable,,,470
Column,production_2024_ttpa,not_nullable,,,471
Column,production_2024_ttpa,not_nullable,,,472
Column,production_2024_ttpa,not_nullable,,,474
Column,production_2024_ttpa,not_nullable,,,475
Column,production_2024_ttpa,not_nullable,,,476
Column,production_2024_ttpa,not_nullable,,,478
Column,production_2024_ttpa,not_nullable,,,479
Column,production_2024_ttpa,not_nullable,,,482
Column,production_2024_ttpa,not_nullable,,,483
Column,production_2024_ttpa,not_nullable,,,484
Column,production_2024_ttpa,not_nullable,,,485
Column,production_2024_ttpa,not_nullable,,,486
Column,production_2024_ttpa,not_nullable,,,487
Column,production_2024_ttpa,not_nullable,,,488
Column,production_2024_ttpa,not_nullable,,,489
Column,production_2024_ttpa,not_nullable,,,491
Column,production_2024_ttpa,not_nullable,,,492
Column,production_2024_ttpa,not_nullable,,,493
Column,production_2024_ttpa,not_nullable,,,494
Column,production_2024_ttpa,not_nullable,,,495
Column,production_2024_ttpa,not_nullable,,,496
Column,production_2024_ttpa,not_nullable,,,497
Column,production_2024_ttpa,not_nullable,,,500
Column,production_2024_ttpa,not_nullable,,,501
Column,production_2024_ttpa,not_nullable,,,502
Column,production_2024_ttpa,not_nullable,,,503
Column,production_2024_ttpa,not_nullable,,,504
Column,production_2024_ttpa,not_nullable,,,505
Column,production_2024_ttpa,not_nullable,,,506
Column,production_2024_ttpa,not_nullable,,,507
Column,production_2024_ttpa,not_nullable,,,508
Column,production_2024_ttpa,not_nullable,,,509
Column,production_2024_ttpa,not_nullable,,,510
Column,production_2024_ttpa,not_nullable,,,511
Column,production_2024_ttpa,not_nullable,,,512
Column,production_2024_ttpa,not_nullable,,,513
Column,production_2024_ttpa,not_nullable,,,514
Column,production_2024_ttpa,not_nullable,,,517
Column,production_2024_ttpa,not_nullable,,,518
Column,production_2024_ttpa,not_nullable,,,519
Column,production_2024_ttpa,not_nullable,,,520
Column,production_2024_ttpa,not_nullable,,,521
Column,production_2024_ttpa,not_nullable,,,524
Column,production_2024_ttpa,not_nullable,,,527
Column,production_2024_ttpa,not_nullable,,,530
Column,production_2024_ttpa,not_nullable,,,532
Column,production_2024_ttpa,not_nullable,,,533
Column,production_2024_ttpa,not_nullable,,,534
Column,production_2024_ttpa,not_nullable,,,535
Column,production_2024_ttpa,not_nullable,,,537
Column,production_2024_ttpa,not_nullable,,,538
Column,production_2024_ttpa,not_nullable,,,541
Column,production_2024_ttpa,not_nullable,,,542
Column,production_2024_ttpa,not_nullable,,,546
Column,production_2024_ttpa,not_nullable,,,547
Column,production_2024_ttpa,not_nullable,,,557
Column,production_2024_ttpa,not_nullable,,,558
Column,production_2024_ttpa,not_nullable,,,559
Column,production_2024_ttpa,not_nullable,,,560
Column,production_2024_ttpa,not_nullable,,,561
Column,production_2024_ttpa,not_nullable,,,562
Column,production_2024_ttpa,not_nullable,,,563
Column,production_2024_ttpa,not_nullable,,,565
Column,production_2024_ttpa,not_nullable,,,566
Column,production_2024_ttpa,not_nullable,,,567
Column,production_2024_ttpa,not_nullable,,,568
Column,production_2024_ttpa,not_nullable,,,569
Column,production_2024_ttpa,not_nullable,,,570
Column,production_2024_ttpa,not_nullable,,,571
Column,production_2024_ttpa,not_nullable,,,572
Column,production_2024_ttpa,not_nullable,,,573
Column,production_2024_ttpa,not_nullable,,,577
Column,production_2024_ttpa,not_nullable,,,578
Column,production_2024_ttpa,not_nullable,,,579
Column,production_2024_ttpa,not_nullable,,,580
Column,production_2024_ttpa,not_nullable,,,581
Column,production_2024_ttpa,not_nullable,,,582
Column,production_2024_ttpa,not_nullable,,,583
Column,production_2024_ttpa,not_nullable,,,584
Column,production_2024_ttpa,not_nullable,,,587
Column,production_2024_ttpa,not_nullable,,,589
Column,production_2024_ttpa,not_nullable,,,590
Column,production_2024_ttpa,not_nullable,,,591
Column,production_2024_ttpa,not_nullable,,,592
Column,production_2024_ttpa,not_nullable,,,594
Column,production_2024_ttpa,not_nullable,,,596
Column,production_2024_ttpa,not_nullable,,,597
Column,production_2024_ttpa,not_nullable,,,598
Column,production_2024_ttpa,not_nullable,,,599
Column,production_2024_ttpa,not_nullable,,,600
Column,production_2024_ttpa,not_nullable,,,601
Column,production_2024_ttpa,not_nullable,,,602
Column,production_2024_ttpa,not_nullable,,,603
Column,production_2024_ttpa,not_nullable,,,604
Column,production_2024_ttpa,not_nullable,,,605
Column,production_2024_ttpa,not_nullable,,,607
Column,production_2024_ttpa,not_nullable,,,608
Column,production_2024_ttpa,not_nullable,,,609
Column,production_2024_ttpa,not_nullable,,,611
Column,production_2024_ttpa,not_nullable,,,612
Column,production_2024_ttpa,not_nullable,,,613
Column,production_2024_ttpa,not_nullable,,,615
Column,production_2024_ttpa,not_nullable,,,616
Column,production_2024_ttpa,not_nullable,,,617
Column,production_2024_ttpa,not_nullable,,,622
Column,production_2024_ttpa,not_nullable,,,624
Column,production_2024_ttpa,not_nullable,,,625
Column,production_2024_ttpa,not_nullable,,,626
Column,production_2024_ttpa,not_nullable,,,627
Column,production_2024_ttpa,not_nullable,,,628
