run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.test_mae,metrics.test_r2,metrics.cv_rmse,metrics.test_rmse,params.monotonic_cst,params.min_impurity_decrease,params.oob_score,params.verbose,params.seed,params.min_samples_leaf,params.train_n,params.n_jobs,params.max_depth,params.min_weight_fraction_leaf,params.max_features,params.test_n,params.model_type,params.random_state,params.n_estimators,params.bootstrap,params.max_samples,params.max_leaf_nodes,params.ccp_alpha,params.warm_start,params.min_samples_split,params.criterion,params.threads,params.dtype,params.max_num_rows,params.device,params.batch_size,params.constant,params.quantile,params.strategy,tags.execution_id,tags.mlflow.source.type,tags.mlflow.runName,tags.target_year,tags.data_sha256,tags.predictor_snapshot,tags.mlflow.user,tags.mlflow.source.name,tags.min_samples_leaf_distribution,tags.number,tags.model_family,tags.datetime_complete,tags.max_features_distribution,tags.n_estimators_distribution,tags.state,tags.direction,tags.max_depth_distribution,tags.datetime_start,tags.weights_revision,tags.source_revision
8aecfcbc1cbd4de5a0b99e6e5c1565dd,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/8aecfcbc1cbd4de5a0b99e6e5c1565dd/artifacts,2026-09-25 09:49:52.954000+00:00,2026-09-25 09:49:52.961000+00:00,,,875.9552546128616,,,,,,,4,,,5,,0.5039641496517258,,,,200,,,,,,,,,,,,,,,,20260925T094947191206Z,NOTEBOOK,10,,,,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,"IntDistribution(high=8, log=False, low=1, step=1)",10,Random Forest,2026-09-25 11:49:52.951991,"FloatDistribution(high=1.0, log=False, low=0.5, step=None)","CategoricalDistribution(choices=(100, 200, 300))",COMPLETE,MINIMIZE,"CategoricalDistribution(choices=(None, 5, 10, 20))",2026-09-25 11:49:52.543721,,
eca52f27b66a494b92885274a37ed2db,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/eca52f27b66a494b92885274a37ed2db/artifacts,2026-09-25 09:49:52.534000+00:00,2026-09-25 09:49:52.541000+00:00,,,1027.9657774819304,,,,,,,8,,,10,,0.7361074625809747,,,,100,,,,,,,,,,,,,,,,20260925T094947191206Z,NOTEBOOK,9,,,,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,"IntDistribution(high=8, log=False, low=1, step=1)",9,Random Forest,2026-09-25 11:49:52.532169,"FloatDistribution(high=1.0, log=False, low=0.5, step=None)","CategoricalDistribution(choices=(100, 200, 300))",COMPLETE,MINIMIZE,"CategoricalDistribution(choices=(None, 5, 10, 20))",2026-09-25 11:49:52.280230,,
3c46e3459e344b02997d10c5d78678bb,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/3c46e3459e344b02997d10c5d78678bb/artifacts,2026-09-25 09:49:52.269000+00:00,2026-09-25 09:49:52.277000+00:00,,,816.5879212325744,,,,,,,1,,,5,,0.9315517129377968,,,,200,,,,,,,,,,,,,,,,20260925T094947191206Z,NOTEBOOK,8,,,,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,"IntDistribution(high=8, log=False, low=1, step=1)",8,Random Forest,2026-09-25 11:49:52.267344,"FloatDistribution(high=1.0, log=False, low=0.5, step=None)","CategoricalDistribution(choices=(100, 200, 300))",COMPLETE,MINIMIZE,"CategoricalDistribution(choices=(None, 5, 10, 20))",2026-09-25 11:49:51.773480,,
cc9c8d7fbb3f4e7e96b8d26892d97c57,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/cc9c8d7fbb3f4e7e96b8d26892d97c57/artifacts,2026-09-25 09:49:51.764000+00:00,2026-09-25 09:49:51.771000+00:00,,,994.677495072134,,,,,,,7,,,20,,0.5993578407670862,,,,300,,,,,,,,,,,,,,,,20260925T094947191206Z,NOTEBOOK,7,,,,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,"IntDistribution(high=8, log=False, low=1, step=1)",7,Random Forest,2026-09-25 11:49:51.762071,"FloatDistribution(high=1.0, log=False, low=0.5, step=None)","CategoricalDistribution(choices=(100, 200, 300))",COMPLETE,MINIMIZE,"CategoricalDistribution(choices=(None, 5, 10, 20))",2026-09-25 11:49:51.160531,,
6503f0a5e3d34ff3bbc67adc166fa2ab,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/6503f0a5e3d34ff3bbc67adc166fa2ab/artifacts,2026-09-25 09:49:51.151000+00:00,2026-09-25 09:49:51.158000+00:00,,,824.9830027415564,,,,,,,3,,,20,,0.9143687545759647,,,,200,,,,,,,,,,,,,,,,20260925T094947191206Z,NOTEBOOK,6,,,,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,"IntDistribution(high=8, log=False, low=1, step=1)",6,Random Forest,2026-09-25 11:49:51.148885,"FloatDistribution(high=1.0, log=False, low=0.5, step=None)","CategoricalDistribution(choices=(100, 200, 300))",COMPLETE,MINIMIZE,"CategoricalDistribution(choices=(None, 5, 10, 20))",2026-09-25 11:49:50.636485,,
609701e8ad714573a5f48cde18b79df5,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/609701e8ad714573a5f48cde18b79df5/artifacts,2026-09-25 09:49:50.622000+00:00,2026-09-25 09:49:50.634000+00:00,,,1016.8795947128377,,,,,,,8,,,10,,0.9474136752138245,,,,100,,,,,,,,,,,,,,,,20260925T094947191206Z,NOTEBOOK,5,,,,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,"IntDistribution(high=8, log=False, low=1, step=1)",5,Random Forest,2026-09-25 11:49:50.620455,"FloatDistribution(high=1.0, log=False, low=0.5, step=None)","CategoricalDistribution(choices=(100, 200, 300))",COMPLETE,MINIMIZE,"CategoricalDistribution(choices=(None, 5, 10, 20))",2026-09-25 11:49:50.365135,,
6d152af94f30453a93d6164691859c00,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/6d152af94f30453a93d6164691859c00/artifacts,2026-09-25 09:49:50.356000+00:00,2026-09-25 09:49:50.362000+00:00,,,1035.9233627532526,,,,,,,8,,,10,,0.6293899908000085,,,,300,,,,,,,,,,,,,,,,20260925T094947191206Z,NOTEBOOK,4,,,,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,"IntDistribution(high=8, log=False, low=1, step=1)",4,Random Forest,2026-09-25 11:49:50.354101,"FloatDistribution(high=1.0, log=False, low=0.5, step=None)","CategoricalDistribution(choices=(100, 200, 300))",COMPLETE,MINIMIZE,"CategoricalDistribution(choices=(None, 5, 10, 20))",2026-09-25 11:49:49.758236,,
e4b619dfa8544664b6ef411b2ed1a7fd,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/e4b619dfa8544664b6ef411b2ed1a7fd/artifacts,2026-09-25 09:49:49.748000+00:00,2026-09-25 09:49:49.755000+00:00,,,1020.3385480578474,,,,,,,8,,,20,,0.9041986740582306,,,,200,,,,,,,,,,,,,,,,20260925T094947191206Z,NOTEBOOK,3,,,,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,"IntDistribution(high=8, log=False, low=1, step=1)",3,Random Forest,2026-09-25 11:49:49.746301,"FloatDistribution(high=1.0, log=False, low=0.5, step=None)","CategoricalDistribution(choices=(100, 200, 300))",COMPLETE,MINIMIZE,"CategoricalDistribution(choices=(None, 5, 10, 20))",2026-09-25 11:49:49.302613,,
3cec62a8f12640ce8334511b707322b7,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/3cec62a8f12640ce8334511b707322b7/artifacts,2026-09-25 09:49:49.292000+00:00,2026-09-25 09:49:49.300000+00:00,,,994.677495072134,,,,,,,7,,,20,,0.5998368910791798,,,,300,,,,,,,,,,,,,,,,20260925T094947191206Z,NOTEBOOK,2,,,,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,"IntDistribution(high=8, log=False, low=1, step=1)",2,Random Forest,2026-09-25 11:49:49.290760,"FloatDistribution(high=1.0, log=False, low=0.5, step=None)","CategoricalDistribution(choices=(100, 200, 300))",COMPLETE,MINIMIZE,"CategoricalDistribution(choices=(None, 5, 10, 20))",2026-09-25 11:49:48.687979,,
ed3365c031654777b4b97d0e419c3c38,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/ed3365c031654777b4b97d0e419c3c38/artifacts,2026-09-25 09:49:48.677000+00:00,2026-09-25 09:49:48.685000+00:00,,,826.5286237041444,,,,,,,3,,,None,,0.762378215816119,,,,300,,,,,,,,,,,,,,,,20260925T094947191206Z,NOTEBOOK,1,,,,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,"IntDistribution(high=8, log=False, low=1, step=1)",1,Random Forest,2026-09-25 11:49:48.675565,"FloatDistribution(high=1.0, log=False, low=0.5, step=None)","CategoricalDistribution(choices=(100, 200, 300))",COMPLETE,MINIMIZE,"CategoricalDistribution(choices=(None, 5, 10, 20))",2026-09-25 11:49:47.976981,,
82d750c99491411ab23e62b203996fa0,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/82d750c99491411ab23e62b203996fa0/artifacts,2026-09-25 09:49:47.966000+00:00,2026-09-25 09:49:47.974000+00:00,,,977.8649240757532,,,,,,,7,,,None,,0.8005575058716043,,,,200,,,,,,,,,,,,,,,,20260925T094947191206Z,NOTEBOOK,0,,,,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,"IntDistribution(high=8, log=False, low=1, step=1)",0,Random Forest,2026-09-25 11:49:47.964230,"FloatDistribution(high=1.0, log=False, low=0.5, step=None)","CategoricalDistribution(choices=(100, 200, 300))",COMPLETE,MINIMIZE,"CategoricalDistribution(choices=(None, 5, 10, 20))",2026-09-25 11:49:47.500899,,
77dc111800de45b5b66ea90a6a7bcd74,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/77dc111800de45b5b66ea90a6a7bcd74/artifacts,2026-09-25 09:49:47.358000+00:00,2026-09-25 09:49:47.374000+00:00,385.3950688288762,0.9797659681398839,,554.283182405352,,,,,,,,,,,,,TabFM v1.0 regression,42,1,,,,,,,,4,bfloat16,100,cpu,1,,,,20260925T094947191206Z,NOTEBOOK,tabfm-heldout-bonus,,a5768b59cd7e6cec217692ae45eda80ea70aab1666aef74332cc1b41dd5338eb,,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,,,,,,,,,,,77cb9cc1b4fd3a9c77fbb9552c218200bb4dab83,fbb665569425fd2f490c6576b3af967876fe11ff
249993c9050e40cb879e55a747d72214,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/249993c9050e40cb879e55a747d72214/artifacts,2026-09-25 09:49:47.336000+00:00,2026-09-25 09:49:47.354000+00:00,,,811.6926617156394,,None,0.0,False,0,42,2,205,1,5,0.0,1.0,52,RandomForestRegressor,42,300,True,None,None,0.0,False,2,squared_error,,,,,,,,,20260925T094947191206Z,NOTEBOOK,search-best,2024,a5768b59cd7e6cec217692ae45eda80ea70aab1666aef74332cc1b41dd5338eb,June 2026,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,,,,,,,,,,,,
18b186c6ebaa4b4bb6fc4090fe469ae4,1,FINISHED,/Users/adamzer/Documents/Codex/2026-09-25/ca/outputs/lab_2_complete/mlflow_artifacts/18b186c6ebaa4b4bb6fc4090fe469ae4/artifacts,2026-09-25 09:49:47.286000+00:00,2026-09-25 09:49:47.333000+00:00,2245.7970919324575,-0.004301644967142471,,3905.0138097858417,,,,,42,,205,,,,,52,DummyRegressor,,,,,,,,,,,,,,,None,None,mean,20260925T094947191206Z,NOTEBOOK,dummy-baseline,2024,a5768b59cd7e6cec217692ae45eda80ea70aab1666aef74332cc1b41dd5338eb,June 2026,adamzer,/Users/adamzer/Documents/Codex/2026-09-25/ca/work/.venv/lib/python3.12/site-packages/ipykernel_launcher.py,,,,,,,,,,,,
